CountryCode,SeriesCode,DESCRIPTION
"IMN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"IMN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"IMN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"IMN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"IMN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"IMN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"IMN","SP.POP.GROW","Data source: United Nations World Population Prospects"
"IMN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"IMN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"IMN","SM.POP.TOTL","For statistical purposes, the international migrant population  includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Gibraltar, Montserrat, Saint Helena, and Turks and Caicos Islands."
"IMN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"IMN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"IND","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IND","CM.MKT.TRNR","Source: BSE India: https://www.bseindia.com/markets/equity/EQReports/allindiamktcap.aspx"
"IND","IT.NET.BBND","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","IT.CEL.SETS.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IND","IT.NET.USER.ZS","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","SP.POP.GROW","Data source: United Nations World Population Prospects"
"IND","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"IND","ST.INT.DPRT","Includes overnight visitors (tourists) only. Departures of nationals only, irrespective of purpose."
"IND","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IND","IS.RRS.PASG.KM","Source: OECD"
"IND","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects"
"IND","SL.TLF.ACTI.1524.MA.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.TLF.ACTI.1524.FE.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.EMP.TOTL.SP.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.TLF.ACTI.1524.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IND","SL.EMP.TOTL.SP.MA.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.EMP.TOTL.SP.FE.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects"
"IND","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"IND","MS.MIL.XPND.GD.ZS","1960-1987 SIPRI estimates."
"IND","SL.TLF.CACT.FE.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.TLF.CACT.FM.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.TLF.CACT.MA.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.TLF.CACT.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.UEM.1524.FE.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.UEM.1524.MA.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. From 2014 including nationals residing abroad."
"IND","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"IND","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IND","SL.UEM.1524.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.UEM.TOTL.FE.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.UEM.TOTL.MA.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.EMP.1524.SP.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.EMP.1524.SP.MA.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"IND","MS.MIL.XPND.CN","1960-1987 SIPRI estimates."
"IND","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed and short-term debt data for 2024 are based on reports provided by the country."
"IND","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IND","IT.CEL.SETS","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","SL.UEM.TOTL.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"IND","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"IND","SL.EMP.1524.SP.FE.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","EG.ELC.ACCS.ZS","2001 and 2011 represent census data, while the modeled estimates follow linear projections for the other years based on the overall country trend in household surveys."
"IND","EG.ELC.ACCS.UR.ZS","2001 and 2011 represent census data, while the modeled estimates follow linear projections for the other years based on the overall country trend in household surveys."
"IND","EG.ELC.ACCS.RU.ZS","2001 and 2011 represent census data, while the modeled estimates follow linear projections for the other years based on the overall country trend in household surveys."
"IND","DT.DOD.DPPG.CD","Data prior to 2003 are mechanically adjusted from fiscal year to calendar year."
"IND","DT.DOD.DPNG.CD","Data prior to 2003 are mechanically adjusted from fiscal year to calendar year."
"IND","CM.MKT.TRAD.CD","Source: BSE India: https://www.bseindia.com/markets/equity/EQReports/allindiamktcap.aspx"
"IND","CM.MKT.LDOM.NO","Source: World Federation of Exchanges & BSE India: https://www.bseindia.com/markets/equity/EQReports/allindiamktcap.aspx"
"IND","CM.MKT.LCAP.CD","Source: BSE India: https://www.bseindia.com/markets/equity/EQReports/allindiamktcap.aspx"
"IND","MS.MIL.XPND.ZS","1960-1987 SIPRI estimates."
"IND","MS.MIL.XPND.CD","1960-1987 SIPRI estimates."
"IND","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"IND","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"IND","SM.POP.NETM","Data source: United Nations World Population Prospects"
"IND","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"IND","IT.MLT.MAIN","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","IT.MLT.MAIN.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","IT.NET.BBND.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","IS.RRS.GOOD.MT.K6","Source: OECD"
"IND","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"IRL","IT.NET.BBND","Commission for Communications Regulation."
"IRL","IT.CEL.SETS","Commission for Communications Regulation."
"IRL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IRL","TM.TAX.TCOM.BR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","SP.DYN.CBRT.IN","Data source: Eurostat"
"IRL","TM.TAX.MRCH.WM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IRL","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Including tourists from North Ireland."
"IRL","TM.TAX.TCOM.SM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","SP.POP.TOTL","Data source: Eurostat"
"IRL","SM.POP.NETM","Data source: United Nations World Population Prospects"
"IRL","IT.NET.BBND.P2","Commission for Communications Regulation."
"IRL","TM.TAX.TCOM.BC.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","IT.CEL.SETS.P2","Commission for Communications Regulation."
"IRL","TM.TAX.MRCH.WM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"IRL","SP.DYN.TFRT.IN","Data source: Eurostat, Central Statistics Office Ireland"
"IRL","PA.NUS.FCRF","Data are reported in Irish pounds until 1998, in euro from 1999."
"IRL","MS.MIL.XPND.CD","1994-2000 SIPRI estimates."
"IRL","MS.MIL.XPND.CN","1994-2000 SIPRI estimates."
"IRL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"IRL","TM.TAX.MANF.WM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"IRL","TM.TAX.MANF.WM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","SP.DYN.CDRT.IN","Data source: Eurostat"
"IRL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IRL","MS.MIL.XPND.GD.ZS","1994-2000 SIPRI estimates."
"IRL","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects"
"IRL","IT.MLT.MAIN.P2","Commission for Communications Regulation."
"IRL","TM.TAX.MRCH.BC.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"IRL","MS.MIL.XPND.ZS","1994-2000 SIPRI estimates."
"IRL","IS.RRS.GOOD.MT.K6","Source: OECD"
"IRL","IT.NET.USER.ZS","Commission for Communications Regulation."
"IRL","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"IRL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IRL","IT.MLT.MAIN","Commission for Communications Regulation."
"IRL","TM.TAX.TCOM.WM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","TM.TAX.MANF.SM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"IRL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IRL","TM.TAX.MRCH.BR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"IRL","TM.TAX.TCOM.WM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","TM.TAX.TCOM.SM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","TM.TAX.MRCH.SM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"IRL","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects"
"IRL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IRL","SP.POP.GROW","Data source: Eurostat"
"IRL","TM.TAX.MRCH.SM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
